18082021_H1,k-1,1,1,,,,,,,,,,,,,,,002-1-1,002,1
18082021_H1,k-1,2,2,,,,,,,,,,,,,,,003-2-1,003,1
18082021_H1,t-1,1,1,1800,2000,,,,,,,,,,,,,004-1-1,004,1
18082021_H1,t-2,2,1,1800,2200,,,,,,,,,,,,,005-2-1,005,1
18082021_H1,t-1,3,1,2200,2300,,,,,,,,,,,,,006-3-1,006,1
18082021_H1,t-2,1,1,1300,3000,,,,,,,,,,,,,007-1-1,007,1
